facility_id,facility_name,address,citytown,state,zip_code,countyparish,telephone_number,measure_id,measure_name,compared_to_national,denominator,score,lower_estimate,higher_estimate,number_of_patients,number_of_patients_returned,footnote,start_date,end_date
260065,MERCY HOSPITAL SPRINGFIELD,2115 S. Fremont Ave,SPRINGFIELD,MO,65804,GREENE,(417) 820-2000,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,703,18.7,16.6,21.1,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260065,MERCY HOSPITAL SPRINGFIELD,2115 S. Fremont Ave,SPRINGFIELD,MO,65804,GREENE,(417) 820-2000,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,170,4.8,3.2,7.1,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260065,MERCY HOSPITAL SPRINGFIELD,2115 S. Fremont Ave,SPRINGFIELD,MO,65804,GREENE,(417) 820-2000,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,710,15.6,13.7,17.9,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260068,BOONE HOSPITAL CENTER,1600 E BROADWAY,COLUMBIA,MO,65201,BOONE,(573) 815-8000,EDAC_30_AMI,Hospital return days for heart attack patients,More Days Than Average per 100 Discharges,314,20.9,10.7,32.6,307,86,,07/01/2021,06/30/2024
260068,BOONE HOSPITAL CENTER,1600 E BROADWAY,COLUMBIA,MO,65201,BOONE,(573) 815-8000,EDAC_30_HF,Hospital return days for heart failure patients,Fewer Days Than Average per 100 Discharges,589,-17.2,-25.7,-8,509,144,,07/01/2021,06/30/2024
260068,BOONE HOSPITAL CENTER,1600 E BROADWAY,COLUMBIA,MO,65201,BOONE,(573) 815-8000,EDAC_30_PN,Hospital return days for pneumonia patients,Fewer Days Than Average per 100 Discharges,516,-25.6,-33.1,-17.2,468,130,,07/01/2021,06/30/2024
260068,BOONE HOSPITAL CENTER,1600 E BROADWAY,COLUMBIA,MO,65201,BOONE,(573) 815-8000,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),Better Than the National Rate,3637,13.6,12.8,14.5,Not Applicable,Not Applicable,,07/01/2023,06/30/2024
260068,BOONE HOSPITAL CENTER,1600 E BROADWAY,COLUMBIA,MO,65201,BOONE,(573) 815-8000,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,623,13.2,10.1,17,Not Applicable,Not Applicable,,01/01/2022,12/31/2024
260068,BOONE HOSPITAL CENTER,1600 E BROADWAY,COLUMBIA,MO,65201,BOONE,(573) 815-8000,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,37,10.7,6.9,15.6,Not Applicable,Not Applicable,,01/01/2024,12/31/2024
260068,BOONE HOSPITAL CENTER,1600 E BROADWAY,COLUMBIA,MO,65201,BOONE,(573) 815-8000,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,37,5,3,7.8,Not Applicable,Not Applicable,,01/01/2024,12/31/2024
260068,BOONE HOSPITAL CENTER,1600 E BROADWAY,COLUMBIA,MO,65201,BOONE,(573) 815-8000,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,1217,0.9,0.7,1.1,Not Applicable,Not Applicable,,01/01/2024,12/31/2024
260068,BOONE HOSPITAL CENTER,1600 E BROADWAY,COLUMBIA,MO,65201,BOONE,(573) 815-8000,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,314,14,11.9,16.6,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260068,BOONE HOSPITAL CENTER,1600 E BROADWAY,COLUMBIA,MO,65201,BOONE,(573) 815-8000,READM_30_CABG,Rate of readmission for CABG,No Different Than the National Rate,154,11,8.2,14.3,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260068,BOONE HOSPITAL CENTER,1600 E BROADWAY,COLUMBIA,MO,65201,BOONE,(573) 815-8000,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,99,16.4,13.4,19.9,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260068,BOONE HOSPITAL CENTER,1600 E BROADWAY,COLUMBIA,MO,65201,BOONE,(573) 815-8000,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,589,18.1,15.8,20.6,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260068,BOONE HOSPITAL CENTER,1600 E BROADWAY,COLUMBIA,MO,65201,BOONE,(573) 815-8000,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,251,4.9,3.4,7.2,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260068,BOONE HOSPITAL CENTER,1600 E BROADWAY,COLUMBIA,MO,65201,BOONE,(573) 815-8000,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,516,14.7,12.5,17.1,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260070,PEMISCOT COUNTY MEMORIAL HOSPITAL,946 EAST REED,HAYTI,MO,63851,PEMISCOT,(573) 359-1372,EDAC_30_AMI,Hospital return days for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2024
260070,PEMISCOT COUNTY MEMORIAL HOSPITAL,946 EAST REED,HAYTI,MO,63851,PEMISCOT,(573) 359-1372,EDAC_30_HF,Hospital return days for heart failure patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2024
260070,PEMISCOT COUNTY MEMORIAL HOSPITAL,946 EAST REED,HAYTI,MO,63851,PEMISCOT,(573) 359-1372,EDAC_30_PN,Hospital return days for pneumonia patients,More Days Than Average per 100 Discharges,42,80.1,46.9,120.4,41,15,,07/01/2021,06/30/2024
260070,PEMISCOT COUNTY MEMORIAL HOSPITAL,946 EAST REED,HAYTI,MO,63851,PEMISCOT,(573) 359-1372,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,67,15.5,13.4,17.7,Not Applicable,Not Applicable,,07/01/2023,06/30/2024
260070,PEMISCOT COUNTY MEMORIAL HOSPITAL,946 EAST REED,HAYTI,MO,63851,PEMISCOT,(573) 359-1372,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,01/01/2022,12/31/2024
260070,PEMISCOT COUNTY MEMORIAL HOSPITAL,946 EAST REED,HAYTI,MO,63851,PEMISCOT,(573) 359-1372,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,01/01/2024,12/31/2024
260070,PEMISCOT COUNTY MEMORIAL HOSPITAL,946 EAST REED,HAYTI,MO,63851,PEMISCOT,(573) 359-1372,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,01/01/2024,12/31/2024
260070,PEMISCOT COUNTY MEMORIAL HOSPITAL,946 EAST REED,HAYTI,MO,63851,PEMISCOT,(573) 359-1372,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,78,0.9,0.7,1.3,Not Applicable,Not Applicable,,01/01/2024,12/31/2024
260070,PEMISCOT COUNTY MEMORIAL HOSPITAL,946 EAST REED,HAYTI,MO,63851,PEMISCOT,(573) 359-1372,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,07/01/2021,06/30/2024
260070,PEMISCOT COUNTY MEMORIAL HOSPITAL,946 EAST REED,HAYTI,MO,63851,PEMISCOT,(573) 359-1372,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,07/01/2021,06/30/2024
260070,PEMISCOT COUNTY MEMORIAL HOSPITAL,946 EAST REED,HAYTI,MO,63851,PEMISCOT,(573) 359-1372,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,25,18.5,14.9,22.8,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260070,PEMISCOT COUNTY MEMORIAL HOSPITAL,946 EAST REED,HAYTI,MO,63851,PEMISCOT,(573) 359-1372,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,07/01/2021,06/30/2024
260070,PEMISCOT COUNTY MEMORIAL HOSPITAL,946 EAST REED,HAYTI,MO,63851,PEMISCOT,(573) 359-1372,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,07/01/2021,06/30/2024
260070,PEMISCOT COUNTY MEMORIAL HOSPITAL,946 EAST REED,HAYTI,MO,63851,PEMISCOT,(573) 359-1372,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,42,16.9,13.6,20.7,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260074,MOBERLY REGIONAL MEDICAL CENTER,1515 UNION AVE,MOBERLY,MO,65270,RANDOLPH,(660) 263-8400,EDAC_30_AMI,Hospital return days for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2024
260074,MOBERLY REGIONAL MEDICAL CENTER,1515 UNION AVE,MOBERLY,MO,65270,RANDOLPH,(660) 263-8400,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,35,-12.2,-40.9,23.7,33,10,,07/01/2021,06/30/2024
260074,MOBERLY REGIONAL MEDICAL CENTER,1515 UNION AVE,MOBERLY,MO,65270,RANDOLPH,(660) 263-8400,EDAC_30_PN,Hospital return days for pneumonia patients,Average Days per 100 Discharges,108,6.3,-11.1,26.7,101,30,,07/01/2021,06/30/2024
260074,MOBERLY REGIONAL MEDICAL CENTER,1515 UNION AVE,MOBERLY,MO,65270,RANDOLPH,(660) 263-8400,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,185,15.2,13.4,17.1,Not Applicable,Not Applicable,,07/01/2023,06/30/2024
260074,MOBERLY REGIONAL MEDICAL CENTER,1515 UNION AVE,MOBERLY,MO,65270,RANDOLPH,(660) 263-8400,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,193,13.6,9.9,18.3,Not Applicable,Not Applicable,,01/01/2022,12/31/2024
260074,MOBERLY REGIONAL MEDICAL CENTER,1515 UNION AVE,MOBERLY,MO,65270,RANDOLPH,(660) 263-8400,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,01/01/2024,12/31/2024
260074,MOBERLY REGIONAL MEDICAL CENTER,1515 UNION AVE,MOBERLY,MO,65270,RANDOLPH,(660) 263-8400,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,01/01/2024,12/31/2024
260074,MOBERLY REGIONAL MEDICAL CENTER,1515 UNION AVE,MOBERLY,MO,65270,RANDOLPH,(660) 263-8400,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,108,1.1,0.8,1.5,Not Applicable,Not Applicable,,01/01/2024,12/31/2024
260074,MOBERLY REGIONAL MEDICAL CENTER,1515 UNION AVE,MOBERLY,MO,65270,RANDOLPH,(660) 263-8400,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,07/01/2021,06/30/2024
260074,MOBERLY REGIONAL MEDICAL CENTER,1515 UNION AVE,MOBERLY,MO,65270,RANDOLPH,(660) 263-8400,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,07/01/2021,06/30/2024
260074,MOBERLY REGIONAL MEDICAL CENTER,1515 UNION AVE,MOBERLY,MO,65270,RANDOLPH,(660) 263-8400,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,33,18.6,15.2,22.4,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260074,MOBERLY REGIONAL MEDICAL CENTER,1515 UNION AVE,MOBERLY,MO,65270,RANDOLPH,(660) 263-8400,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,35,19.9,16.2,24.0,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260074,MOBERLY REGIONAL MEDICAL CENTER,1515 UNION AVE,MOBERLY,MO,65270,RANDOLPH,(660) 263-8400,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,07/01/2021,06/30/2024
260074,MOBERLY REGIONAL MEDICAL CENTER,1515 UNION AVE,MOBERLY,MO,65270,RANDOLPH,(660) 263-8400,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,108,16.6,13.6,20.2,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260077,MERCY HOSPITAL SOUTH,10010 KENNERLY ROAD,SAINT LOUIS,MO,63128,ST. LOUIS,(314) 525-1000,EDAC_30_AMI,Hospital return days for heart attack patients,Average Days per 100 Discharges,186,-1,-14.4,13.8,185,44,,07/01/2021,06/30/2024
260077,MERCY HOSPITAL SOUTH,10010 KENNERLY ROAD,SAINT LOUIS,MO,63128,ST. LOUIS,(314) 525-1000,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,746,4.8,-3.7,14.1,604,181,,07/01/2021,06/30/2024
260077,MERCY HOSPITAL SOUTH,10010 KENNERLY ROAD,SAINT LOUIS,MO,63128,ST. LOUIS,(314) 525-1000,EDAC_30_PN,Hospital return days for pneumonia patients,More Days Than Average per 100 Discharges,641,23.4,14.8,32.8,567,152,,07/01/2021,06/30/2024
260077,MERCY HOSPITAL SOUTH,10010 KENNERLY ROAD,SAINT LOUIS,MO,63128,ST. LOUIS,(314) 525-1000,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,4500,15.8,15.0,16.7,Not Applicable,Not Applicable,,07/01/2023,06/30/2024
260077,MERCY HOSPITAL SOUTH,10010 KENNERLY ROAD,SAINT LOUIS,MO,63128,ST. LOUIS,(314) 525-1000,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,1299,11.5,8.9,15.1,Not Applicable,Not Applicable,,01/01/2022,12/31/2024
260077,MERCY HOSPITAL SOUTH,10010 KENNERLY ROAD,SAINT LOUIS,MO,63128,ST. LOUIS,(314) 525-1000,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,01/01/2024,12/31/2024
260077,MERCY HOSPITAL SOUTH,10010 KENNERLY ROAD,SAINT LOUIS,MO,63128,ST. LOUIS,(314) 525-1000,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,01/01/2024,12/31/2024
260077,MERCY HOSPITAL SOUTH,10010 KENNERLY ROAD,SAINT LOUIS,MO,63128,ST. LOUIS,(314) 525-1000,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,767,0.9,0.7,1.2,Not Applicable,Not Applicable,,01/01/2024,12/31/2024
260077,MERCY HOSPITAL SOUTH,10010 KENNERLY ROAD,SAINT LOUIS,MO,63128,ST. LOUIS,(314) 525-1000,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,186,13.2,10.9,16.0,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260077,MERCY HOSPITAL SOUTH,10010 KENNERLY ROAD,SAINT LOUIS,MO,63128,ST. LOUIS,(314) 525-1000,READM_30_CABG,Rate of readmission for CABG,No Different Than the National Rate,73,9,6.4,12.4,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260077,MERCY HOSPITAL SOUTH,10010 KENNERLY ROAD,SAINT LOUIS,MO,63128,ST. LOUIS,(314) 525-1000,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,207,20.5,17.5,23.8,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260077,MERCY HOSPITAL SOUTH,10010 KENNERLY ROAD,SAINT LOUIS,MO,63128,ST. LOUIS,(314) 525-1000,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,746,19.6,17.6,22.0,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260077,MERCY HOSPITAL SOUTH,10010 KENNERLY ROAD,SAINT LOUIS,MO,63128,ST. LOUIS,(314) 525-1000,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,115,6,3.8,8.9,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260077,MERCY HOSPITAL SOUTH,10010 KENNERLY ROAD,SAINT LOUIS,MO,63128,ST. LOUIS,(314) 525-1000,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,641,18.2,16.0,20.5,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260078,OZARKS HEALTHCARE,1100 KENTUCKY AVE,WEST PLAINS,MO,65775,HOWELL,(417) 256-9111,EDAC_30_AMI,Hospital return days for heart attack patients,Average Days per 100 Discharges,114,10,-6.3,29.2,112,31,,07/01/2021,06/30/2024
260078,OZARKS HEALTHCARE,1100 KENTUCKY AVE,WEST PLAINS,MO,65775,HOWELL,(417) 256-9111,EDAC_30_HF,Hospital return days for heart failure patients,Fewer Days Than Average per 100 Discharges,184,-19,-33.2,-2.5,164,57,,07/01/2021,06/30/2024
260078,OZARKS HEALTHCARE,1100 KENTUCKY AVE,WEST PLAINS,MO,65775,HOWELL,(417) 256-9111,EDAC_30_PN,Hospital return days for pneumonia patients,Fewer Days Than Average per 100 Discharges,195,-28,-39.8,-14.6,184,46,,07/01/2021,06/30/2024
260078,OZARKS HEALTHCARE,1100 KENTUCKY AVE,WEST PLAINS,MO,65775,HOWELL,(417) 256-9111,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,661,14.9,13.5,16.3,Not Applicable,Not Applicable,,07/01/2023,06/30/2024
260078,OZARKS HEALTHCARE,1100 KENTUCKY AVE,WEST PLAINS,MO,65775,HOWELL,(417) 256-9111,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,271,14.1,10.6,18.9,Not Applicable,Not Applicable,,01/01/2022,12/31/2024
260078,OZARKS HEALTHCARE,1100 KENTUCKY AVE,WEST PLAINS,MO,65775,HOWELL,(417) 256-9111,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,114,8.8,6.3,12,Not Applicable,Not Applicable,,01/01/2024,12/31/2024
260078,OZARKS HEALTHCARE,1100 KENTUCKY AVE,WEST PLAINS,MO,65775,HOWELL,(417) 256-9111,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,114,4.9,3.3,7.2,Not Applicable,Not Applicable,,01/01/2024,12/31/2024
260078,OZARKS HEALTHCARE,1100 KENTUCKY AVE,WEST PLAINS,MO,65775,HOWELL,(417) 256-9111,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,181,1,0.7,1.4,Not Applicable,Not Applicable,,01/01/2024,12/31/2024
260078,OZARKS HEALTHCARE,1100 KENTUCKY AVE,WEST PLAINS,MO,65775,HOWELL,(417) 256-9111,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,114,13.6,10.9,16.7,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260078,OZARKS HEALTHCARE,1100 KENTUCKY AVE,WEST PLAINS,MO,65775,HOWELL,(417) 256-9111,READM_30_CABG,Rate of readmission for CABG,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,07/01/2021,06/30/2024
260078,OZARKS HEALTHCARE,1100 KENTUCKY AVE,WEST PLAINS,MO,65775,HOWELL,(417) 256-9111,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,85,18,15.0,21.7,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260078,OZARKS HEALTHCARE,1100 KENTUCKY AVE,WEST PLAINS,MO,65775,HOWELL,(417) 256-9111,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,184,18.9,15.9,22.2,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260078,OZARKS HEALTHCARE,1100 KENTUCKY AVE,WEST PLAINS,MO,65775,HOWELL,(417) 256-9111,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,26,4.4,2.6,7.2,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260078,OZARKS HEALTHCARE,1100 KENTUCKY AVE,WEST PLAINS,MO,65775,HOWELL,(417) 256-9111,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,195,14.6,12.1,17.5,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,EDAC_30_AMI,Hospital return days for heart attack patients,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2024
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,EDAC_30_HF,Hospital return days for heart failure patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2024
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,EDAC_30_PN,Hospital return days for pneumonia patients,Fewer Days Than Average per 100 Discharges,85,-55,-66.5,-39.6,74,9,,07/01/2021,06/30/2024
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,137,14.6,12.7,16.7,Not Applicable,Not Applicable,,07/01/2023,06/30/2024
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,01/01/2022,12/31/2024
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,01/01/2024,12/31/2024
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,01/01/2024,12/31/2024
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,01/01/2024,12/31/2024
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,07/01/2021,06/30/2024
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,07/01/2021,06/30/2024
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,61,16.6,13.5,20.4,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,07/01/2021,06/30/2024
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,07/01/2021,06/30/2024
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,85,15.5,12.6,18.9,Not Applicable,Not Applicable,,07/01/2021,06/30/2024
260081,SSM ST CLARE HEALTH CENTER,1015 BOWLES,FENTON,MO,63026,JEFFERSON,(636) 496-2000,EDAC_30_AMI,Hospital return days for heart attack patients,Average Days per 100 Discharges,127,-6.7,-22.4,11.2,125,35,,07/01/2021,06/30/2024
260081,SSM ST CLARE HEALTH CENTER,1015 BOWLES,FENTON,MO,63026,JEFFERSON,(636) 496-2000,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,385,3.2,-8.4,15.6,308,104,,07/01/2021,06/30/2024
260081,SSM ST CLARE HEALTH CENTER,1015 BOWLES,FENTON,MO,63026,JEFFERSON,(636) 496-2000,EDAC_30_PN,Hospital return days for pneumonia patients,Fewer Days Than Average per 100 Discharges,337,-11.9,-23,0,299,78,,07/01/2021,06/30/2024
260081,SSM ST CLARE HEALTH CENTER,1015 BOWLES,FENTON,MO,63026,JEFFERSON,(636) 496-2000,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,1757,14.7,13.6,15.8,Not Applicable,Not Applicable,,07/01/2023,06/30/2024
