cms_certification_number_ccn,facility_name,address_line_1,address_line_2,citytown,state,zip_code,countyparish,telephone_number,cms_region,measure_code,measure_name,score,footnote,measure_date_range
261550,GENTIVA,"12125 WOODCREST EXECUTIVE DRIVE, SUITE 220",,SAINT LOUIS,MO,63141,St. Louis,(314) 275-6100,7,H_012_09_PERCENTILE,Skilled nursing minutes on weekends (% minutes),44,,01/01/2023-12/31/2024
261550,GENTIVA,"12125 WOODCREST EXECUTIVE DRIVE, SUITE 220",,SAINT LOUIS,MO,63141,St. Louis,(314) 275-6100,7,H_012_10_DENOMINATOR,Visits near death (% decedents),874,,01/01/2023-12/31/2024
261550,GENTIVA,"12125 WOODCREST EXECUTIVE DRIVE, SUITE 220",,SAINT LOUIS,MO,63141,St. Louis,(314) 275-6100,7,H_012_10_OBSERVED,Visits near death (% decedents),93.7,,01/01/2023-12/31/2024
261550,GENTIVA,"12125 WOODCREST EXECUTIVE DRIVE, SUITE 220",,SAINT LOUIS,MO,63141,St. Louis,(314) 275-6100,7,H_012_10_PERCENTILE,Visits near death (% decedents),51,,01/01/2023-12/31/2024
261550,GENTIVA,"12125 WOODCREST EXECUTIVE DRIVE, SUITE 220",,SAINT LOUIS,MO,63141,St. Louis,(314) 275-6100,7,Average_Daily_Census,Average Daily Census,168,,01/01/2024-12/31/2024
261550,GENTIVA,"12125 WOODCREST EXECUTIVE DRIVE, SUITE 220",,SAINT LOUIS,MO,63141,St. Louis,(314) 275-6100,7,Provided_Home_Care_and_other,Provided Routine Home Care and other levels of care,Yes,,01/01/2022-12/31/2024
261550,GENTIVA,"12125 WOODCREST EXECUTIVE DRIVE, SUITE 220",,SAINT LOUIS,MO,63141,St. Louis,(314) 275-6100,7,Provided_Home_Care_only,Provided Routine Home Care only,No,,01/01/2022-12/31/2024
261550,GENTIVA,"12125 WOODCREST EXECUTIVE DRIVE, SUITE 220",,SAINT LOUIS,MO,63141,St. Louis,(314) 275-6100,7,Pct_Pts_w_Cancer,Percent of Patients with Cancer,19,,01/01/2024-12/31/2024
261550,GENTIVA,"12125 WOODCREST EXECUTIVE DRIVE, SUITE 220",,SAINT LOUIS,MO,63141,St. Louis,(314) 275-6100,7,Pct_Pts_w_Dementia,Percent of Patients with Dementia,28,,01/01/2024-12/31/2024
261550,GENTIVA,"12125 WOODCREST EXECUTIVE DRIVE, SUITE 220",,SAINT LOUIS,MO,63141,St. Louis,(314) 275-6100,7,Pct_Pts_w_Stroke,Percent of Patients with Stroke,8,,01/01/2024-12/31/2024
261550,GENTIVA,"12125 WOODCREST EXECUTIVE DRIVE, SUITE 220",,SAINT LOUIS,MO,63141,St. Louis,(314) 275-6100,7,Pct_Pts_w_Circ_Heart_Disease,Percent of Patients with Circulatory/heart disease,26,,01/01/2024-12/31/2024
261550,GENTIVA,"12125 WOODCREST EXECUTIVE DRIVE, SUITE 220",,SAINT LOUIS,MO,63141,St. Louis,(314) 275-6100,7,Pct_Pts_w_Resp_Disease,Percent of Patients with Respiratory disease,12,,01/01/2024-12/31/2024
261550,GENTIVA,"12125 WOODCREST EXECUTIVE DRIVE, SUITE 220",,SAINT LOUIS,MO,63141,St. Louis,(314) 275-6100,7,Pct_Pts_w_other_conditions,Percent of Patients with Other Conditions,9,,01/01/2024-12/31/2024
261550,GENTIVA,"12125 WOODCREST EXECUTIVE DRIVE, SUITE 220",,SAINT LOUIS,MO,63141,St. Louis,(314) 275-6100,7,Care_Provided_Home,Care Provided in Home,28,,01/01/2024-12/31/2024
261550,GENTIVA,"12125 WOODCREST EXECUTIVE DRIVE, SUITE 220",,SAINT LOUIS,MO,63141,St. Louis,(314) 275-6100,7,Care_Provided_Assisted_Living,Care Provided in Assisted Living Facility,15,,01/01/2024-12/31/2024
261550,GENTIVA,"12125 WOODCREST EXECUTIVE DRIVE, SUITE 220",,SAINT LOUIS,MO,63141,St. Louis,(314) 275-6100,7,Care_Provided_Nursing_Facility,Care Provided in Nursing Facility,49,,01/01/2024-12/31/2024
261550,GENTIVA,"12125 WOODCREST EXECUTIVE DRIVE, SUITE 220",,SAINT LOUIS,MO,63141,St. Louis,(314) 275-6100,7,Care_Provided_Skilled_Nursing,Care Provided in Skilled Nursing Facility,8,,01/01/2024-12/31/2024
261550,GENTIVA,"12125 WOODCREST EXECUTIVE DRIVE, SUITE 220",,SAINT LOUIS,MO,63141,St. Louis,(314) 275-6100,7,Care_Provided_Inpatient_Hospital,Care Provided in Inpatient Hospital Facility,Not Available,13,01/01/2024-12/31/2024
261550,GENTIVA,"12125 WOODCREST EXECUTIVE DRIVE, SUITE 220",,SAINT LOUIS,MO,63141,St. Louis,(314) 275-6100,7,Care_Provided_Inpatient_Hospice,Care Provided in Inpatient Hospice Facility,Not Available,13,01/01/2024-12/31/2024
261550,GENTIVA,"12125 WOODCREST EXECUTIVE DRIVE, SUITE 220",,SAINT LOUIS,MO,63141,St. Louis,(314) 275-6100,7,Care_Provided_other_locations,Care Provided in All other locations,0,14,01/01/2024-12/31/2024
261550,GENTIVA,"12125 WOODCREST EXECUTIVE DRIVE, SUITE 220",,SAINT LOUIS,MO,63141,St. Louis,(314) 275-6100,7,Bene_MA_Pct,Hospice served at least 1 patient enrolled in Medicare Advantage during one year,Yes,,01/01/2024-12/31/2024
261550,GENTIVA,"12125 WOODCREST EXECUTIVE DRIVE, SUITE 220",,SAINT LOUIS,MO,63141,St. Louis,(314) 275-6100,7,Bene_Dual_Pct,Hospice served at least 1 patient with both Medicare and Medicaid coverage during one year,Yes,,01/01/2024-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_001_01_DENOMINATOR,,175,,07/01/2024-06/30/2025
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_001_01_OBSERVED,Hospice and Palliative Care Treatment Preferences,100,,07/01/2024-06/30/2025
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_002_01_DENOMINATOR,,175,,07/01/2024-06/30/2025
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_002_01_OBSERVED,Beliefs & Values Addressed (if desired by the patient),99.4,,07/01/2024-06/30/2025
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_003_01_DENOMINATOR,,175,,07/01/2024-06/30/2025
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_003_01_OBSERVED,Hospice and Palliative Care Pain Screening,100,,07/01/2024-06/30/2025
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_004_01_DENOMINATOR,,135,,07/01/2024-06/30/2025
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_004_01_OBSERVED,Hospice and Palliative Care Pain Assessment,99.3,,07/01/2024-06/30/2025
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_005_01_DENOMINATOR,,175,,07/01/2024-06/30/2025
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_005_01_OBSERVED,Hospice and Palliative Care Dyspnea Screening,100,,07/01/2024-06/30/2025
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_006_01_DENOMINATOR,,134,,07/01/2024-06/30/2025
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_006_01_OBSERVED,Hospice and Palliative Care Dyspnea Treatment,100,,07/01/2024-06/30/2025
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_007_01_DENOMINATOR,,45,,07/01/2024-06/30/2025
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_007_01_OBSERVED,Patient Treated with an Opioid Who Are Given a Bowel Regimen,100,,07/01/2024-06/30/2025
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_008_01_DENOMINATOR,,175,,07/01/2024-06/30/2025
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_008_01_OBSERVED,Hospice and Palliative Care Composite Process Measure,98.9,,07/01/2024-06/30/2025
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_011_01_DENOMINATOR,Hospice Visits in the Last Days of Life,171,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_011_01_OBSERVED,Hospice Visits in the Last Days of Life,71.3,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_00_OBSERVED,Hospice Care Index Overall Score,10,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_01_DENOMINATOR,CHC/GIP provided (% days),"28,766",,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_01_OBSERVED,CHC/GIP provided (% days),0.6,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_01_PERCENTILE,CHC/GIP provided (% days),85,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_02_DENOMINATOR,Gaps in nursing visits (% elections),167,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_02_OBSERVED,Gaps in nursing visits (% elections),26.9,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_02_PERCENTILE,Gaps in nursing visits (% elections),18,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_03_DENOMINATOR,Early live discharges (% live discharges),36,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_03_OBSERVED,Early live discharges (% live discharges),5.6,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_03_PERCENTILE,Early live discharges (% live discharges),44,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_04_DENOMINATOR,Late live discharges (% live discharges),36,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_04_OBSERVED,Late live discharges (% live discharges),41.7,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_04_PERCENTILE,Late live discharges (% live discharges),64,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_05_DENOMINATOR,"Burdensome transitions, Type 1(% live discharges)",36,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_05_OBSERVED,"Burdensome transitions, Type 1 (% live discharges)",11.1,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_05_PERCENTILE,"Burdensome transitions, Type 1 (% live discharges)",70,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_06_DENOMINATOR,"Burdensome transitions, Type 2(% live discharges)",36,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_06_OBSERVED,"Burdensome transitions, Type 2 (% live discharges)",0,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_06_PERCENTILE,"Burdensome transitions, Type 2 (% live discharges)",45,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_07_DENOMINATOR,Per-beneficiary spending (U.S. dollars $),342,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_07_OBSERVED,Per-beneficiary spending (U.S. dollars $),"13,787",,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_07_PERCENTILE,Per-beneficiary spending (U.S. dollars $),27,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_08_DENOMINATOR,Nurse care minutes per routine home care days (minutes),"28,471",,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_08_OBSERVED,Nurse care minutes per routine home care days (minutes),12.9,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_08_PERCENTILE,Nurse care minutes per routine home care days (minutes),57,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_09_DENOMINATOR,Skilled nursing minutes on weekends (% minutes),"366,135",,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_09_OBSERVED,Skilled nursing minutes on weekends (% minutes),5.5,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_09_PERCENTILE,Skilled nursing minutes on weekends (% minutes),20,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_10_DENOMINATOR,Visits near death (% decedents),257,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_10_OBSERVED,Visits near death (% decedents),94.6,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,H_012_10_PERCENTILE,Visits near death (% decedents),58,,01/01/2023-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,Average_Daily_Census,Average Daily Census,41,,01/01/2024-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,Provided_Home_Care_and_other,Provided Routine Home Care and other levels of care,Yes,,01/01/2022-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,Provided_Home_Care_only,Provided Routine Home Care only,No,,01/01/2022-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,Pct_Pts_w_Cancer,Percent of Patients with Cancer,24,,01/01/2024-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,Pct_Pts_w_Dementia,Percent of Patients with Dementia,Not Available,13,01/01/2024-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,Pct_Pts_w_Stroke,Percent of Patients with Stroke,Not Available,13,01/01/2024-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,Pct_Pts_w_Circ_Heart_Disease,Percent of Patients with Circulatory/heart disease,19,,01/01/2024-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,Pct_Pts_w_Resp_Disease,Percent of Patients with Respiratory disease,26,,01/01/2024-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,Pct_Pts_w_other_conditions,Percent of Patients with Other Conditions,25,,01/01/2024-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,Care_Provided_Home,Care Provided in Home,71,,01/01/2024-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,Care_Provided_Assisted_Living,Care Provided in Assisted Living Facility,3,,01/01/2024-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,Care_Provided_Nursing_Facility,Care Provided in Nursing Facility,5,,01/01/2024-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,Care_Provided_Skilled_Nursing,Care Provided in Skilled Nursing Facility,20,,01/01/2024-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,Care_Provided_Inpatient_Hospital,Care Provided in Inpatient Hospital Facility,1,,01/01/2024-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,Care_Provided_Inpatient_Hospice,Care Provided in Inpatient Hospice Facility,0,14,01/01/2024-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,Care_Provided_other_locations,Care Provided in All other locations,1,,01/01/2024-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,Bene_MA_Pct,Hospice served at least 1 patient enrolled in Medicare Advantage during one year,Yes,,01/01/2024-12/31/2024
261553,CENTRAL MISSOURI HOSPICE,"1001 SOUTHWEST BLVD, SUITE A",,JEFFERSON CITY,MO,65109,Cole,(573) 681-3750,7,Bene_Dual_Pct,Hospice served at least 1 patient with both Medicare and Medicaid coverage during one year,Yes,,01/01/2024-12/31/2024
261554,SERENITY HOSPICECARE,5272 FLAT RIVER ROAD,,PARK HILLS,MO,63601,St. Francois,(573) 431-0162,7,H_001_01_DENOMINATOR,,414,,07/01/2024-06/30/2025
261554,SERENITY HOSPICECARE,5272 FLAT RIVER ROAD,,PARK HILLS,MO,63601,St. Francois,(573) 431-0162,7,H_001_01_OBSERVED,Hospice and Palliative Care Treatment Preferences,100,,07/01/2024-06/30/2025
261554,SERENITY HOSPICECARE,5272 FLAT RIVER ROAD,,PARK HILLS,MO,63601,St. Francois,(573) 431-0162,7,H_002_01_DENOMINATOR,,414,,07/01/2024-06/30/2025
261554,SERENITY HOSPICECARE,5272 FLAT RIVER ROAD,,PARK HILLS,MO,63601,St. Francois,(573) 431-0162,7,H_002_01_OBSERVED,Beliefs & Values Addressed (if desired by the patient),100,,07/01/2024-06/30/2025
261554,SERENITY HOSPICECARE,5272 FLAT RIVER ROAD,,PARK HILLS,MO,63601,St. Francois,(573) 431-0162,7,H_003_01_DENOMINATOR,,414,,07/01/2024-06/30/2025
261554,SERENITY HOSPICECARE,5272 FLAT RIVER ROAD,,PARK HILLS,MO,63601,St. Francois,(573) 431-0162,7,H_003_01_OBSERVED,Hospice and Palliative Care Pain Screening,100,,07/01/2024-06/30/2025
261554,SERENITY HOSPICECARE,5272 FLAT RIVER ROAD,,PARK HILLS,MO,63601,St. Francois,(573) 431-0162,7,H_004_01_DENOMINATOR,,173,,07/01/2024-06/30/2025
261554,SERENITY HOSPICECARE,5272 FLAT RIVER ROAD,,PARK HILLS,MO,63601,St. Francois,(573) 431-0162,7,H_004_01_OBSERVED,Hospice and Palliative Care Pain Assessment,100,,07/01/2024-06/30/2025
261554,SERENITY HOSPICECARE,5272 FLAT RIVER ROAD,,PARK HILLS,MO,63601,St. Francois,(573) 431-0162,7,H_005_01_DENOMINATOR,,414,,07/01/2024-06/30/2025
261554,SERENITY HOSPICECARE,5272 FLAT RIVER ROAD,,PARK HILLS,MO,63601,St. Francois,(573) 431-0162,7,H_005_01_OBSERVED,Hospice and Palliative Care Dyspnea Screening,100,,07/01/2024-06/30/2025
261554,SERENITY HOSPICECARE,5272 FLAT RIVER ROAD,,PARK HILLS,MO,63601,St. Francois,(573) 431-0162,7,H_006_01_DENOMINATOR,,261,,07/01/2024-06/30/2025
261554,SERENITY HOSPICECARE,5272 FLAT RIVER ROAD,,PARK HILLS,MO,63601,St. Francois,(573) 431-0162,7,H_006_01_OBSERVED,Hospice and Palliative Care Dyspnea Treatment,100,,07/01/2024-06/30/2025
261554,SERENITY HOSPICECARE,5272 FLAT RIVER ROAD,,PARK HILLS,MO,63601,St. Francois,(573) 431-0162,7,H_007_01_DENOMINATOR,,77,,07/01/2024-06/30/2025
261554,SERENITY HOSPICECARE,5272 FLAT RIVER ROAD,,PARK HILLS,MO,63601,St. Francois,(573) 431-0162,7,H_007_01_OBSERVED,Patient Treated with an Opioid Who Are Given a Bowel Regimen,100,,07/01/2024-06/30/2025
261554,SERENITY HOSPICECARE,5272 FLAT RIVER ROAD,,PARK HILLS,MO,63601,St. Francois,(573) 431-0162,7,H_008_01_DENOMINATOR,,414,,07/01/2024-06/30/2025
261554,SERENITY HOSPICECARE,5272 FLAT RIVER ROAD,,PARK HILLS,MO,63601,St. Francois,(573) 431-0162,7,H_008_01_OBSERVED,Hospice and Palliative Care Composite Process Measure,100,,07/01/2024-06/30/2025
261554,SERENITY HOSPICECARE,5272 FLAT RIVER ROAD,,PARK HILLS,MO,63601,St. Francois,(573) 431-0162,7,H_011_01_DENOMINATOR,Hospice Visits in the Last Days of Life,464,,01/01/2023-12/31/2024
261554,SERENITY HOSPICECARE,5272 FLAT RIVER ROAD,,PARK HILLS,MO,63601,St. Francois,(573) 431-0162,7,H_011_01_OBSERVED,Hospice Visits in the Last Days of Life,41.2,,01/01/2023-12/31/2024
261554,SERENITY HOSPICECARE,5272 FLAT RIVER ROAD,,PARK HILLS,MO,63601,St. Francois,(573) 431-0162,7,H_012_00_OBSERVED,Hospice Care Index Overall Score,9,,01/01/2023-12/31/2024
261554,SERENITY HOSPICECARE,5272 FLAT RIVER ROAD,,PARK HILLS,MO,63601,St. Francois,(573) 431-0162,7,H_012_01_DENOMINATOR,CHC/GIP provided (% days),"45,972",,01/01/2023-12/31/2024
261554,SERENITY HOSPICECARE,5272 FLAT RIVER ROAD,,PARK HILLS,MO,63601,St. Francois,(573) 431-0162,7,H_012_01_OBSERVED,CHC/GIP provided (% days),0,,01/01/2023-12/31/2024
261554,SERENITY HOSPICECARE,5272 FLAT RIVER ROAD,,PARK HILLS,MO,63601,St. Francois,(573) 431-0162,7,H_012_01_PERCENTILE,CHC/GIP provided (% days),52,,01/01/2023-12/31/2024
261554,SERENITY HOSPICECARE,5272 FLAT RIVER ROAD,,PARK HILLS,MO,63601,St. Francois,(573) 431-0162,7,H_012_02_DENOMINATOR,Gaps in nursing visits (% elections),321,,01/01/2023-12/31/2024
261554,SERENITY HOSPICECARE,5272 FLAT RIVER ROAD,,PARK HILLS,MO,63601,St. Francois,(573) 431-0162,7,H_012_02_OBSERVED,Gaps in nursing visits (% elections),10.3,,01/01/2023-12/31/2024
261554,SERENITY HOSPICECARE,5272 FLAT RIVER ROAD,,PARK HILLS,MO,63601,St. Francois,(573) 431-0162,7,H_012_02_PERCENTILE,Gaps in nursing visits (% elections),5,,01/01/2023-12/31/2024
